300	-0.321375
302	-0.299302
304	-0.312313
306	-0.325781
308	-0.339708
310	-0.354092
312	-0.368934
314	-0.384234
316	-0.399992
318	-0.416209
320	-0.432883
322	-0.444607
324	-0.456543
326	-0.46869
328	-0.481049
330	-0.493619
332	-0.5064
334	-0.519394
336	-0.532598
338	-0.546014
340	-0.559642
342	-0.56741
344	-0.575674
346	-0.584433
348	-0.593687
350	-0.603436
352	-0.613681
354	-0.624421
356	-0.635656
358	-0.647387
360	-0.659612
362	-0.667627
364	-0.675875
366	-0.684358
368	-0.693074
370	-0.702025
372	-0.711209
374	-0.720628
376	-0.730281
378	-0.740168
380	-0.750289
382	-0.758287
384	-0.766406
386	-0.774647
388	-0.783009
390	-0.791494
392	-0.800099
394	-0.808826
396	-0.817675
398	-0.826645
400	-0.835737
402	-0.844231
404	-0.85271
406	-0.861174
408	-0.869624
410	-0.87806
412	-0.886481
414	-0.894888
416	-0.903281
418	-0.911659
420	-0.920023
422	-0.929124
424	-0.938117
426	-0.947002
428	-0.95578
430	-0.964449
432	-0.973011
434	-0.981465
436	-0.989811
438	-0.998049
440	-1.00618
442	-1.01641
444	-1.02641
446	-1.03617
448	-1.0457
450	-1.05499
452	-1.06404
454	-1.07285
456	-1.08143
458	-1.08977
460	-1.09788
462	-1.10893
464	-1.11987
466	-1.13069
468	-1.1414
470	-1.15198
472	-1.16246
474	-1.17281
476	-1.18305
478	-1.19318
480	-1.20319
482	-1.21541
484	-1.22744
486	-1.23927
488	-1.2509
490	-1.26233
492	-1.27356
494	-1.28459
496	-1.29543
498	-1.30606
500	-1.289
