-1	-1	2	2	2
-1	-0.95	2	2	1.99978
-1	-0.9	2	1.99994	1.99893
-1	-0.85	2	1.99967	1.99713
-1	-0.8	2	1.99888	1.99396
-1	-0.75	2	1.99707	1.98897
-1	-0.7	2	1.99354	1.98169
-1	-0.65	2	1.98743	1.97172
-1	-0.6	2	1.97779	1.95891
-1	-0.55	2	1.96392	1.9435
-1	-0.5	2	1.94576	1.92642
-1	-0.45	2	1.92451	1.90944
-1	-0.4	2	1.90315	1.89525
-1	-0.35	2	1.88651	1.88725
-1	-0.3	2	1.8806	1.889
-1	-0.25	2	1.89111	1.90349
-1	-0.2	2	1.9218	1.93245
-1	-0.15	3	1.97346	1.97594
-1	-0.1	3	2.04386	2.0324
-1	-0.05	3	2.12844	2.09901
-1	3.19189e-16	3	2.22147	2.17226
-1	0.05	3	2.31697	2.24847
-1	0.1	3	2.40962	2.32421
-1	0.15	3	2.49518	2.39653
-1	0.2	3	2.57077	2.46319
-1	0.25	3	2.63486	2.52257
-1	0.3	3	2.68708	2.57375
-1	0.35	3	2.72784	2.61636
-1	0.4	3	2.75804	2.65045
-1	0.45	3	2.77875	2.6764
-1	0.5	3	2.79101	2.6948
-1	0.55	3	2.79566	2.70634
-1	0.6	3	2.79333	2.71172
-1	0.65	3	2.78444	2.71168
-1	0.7	3	2.76929	2.70691
-1	0.75	3	2.74813	2.69808
-1	0.8	3	2.72126	2.68582
-1	0.85	3	2.68917	2.67078
-1	0.9	3	2.65252	2.65357
-1	0.95	3	2.61224	2.63478
-1	1	3	2.56939	2.61499
-1	1.05	3	2.52515	2.59488
-1	1.1	3	2.48067	2.57503
-1	1.15	3	2.43697	2.55586
-1	1.2	3	2.39488	2.53771
-1	1.25	3	2.35499	2.52081
-1	1.3	3	2.31766	2.50529
-1	1.35	3	2.28305	2.4912
-1	1.4	3	2.25115	2.47845
-1	1.45	3	2.22187	2.46688
-1	1.5	2	2.19501	2.45619

-0.95	-1	2	2	1.99977
-0.95	-0.95	2	1.99998	1.99945
-0.95	-0.9	2	1.99989	1.99835
-0.95	-0.85	2	1.99954	1.99606
-0.95	-0.8	2	1.99855	1.99207
-0.95	-0.75	2	1.99633	1.98578
-0.95	-0.7	2	1.99204	1.97658
-0.95	-0.65	2	1.98459	1.96394
-0.95	-0.6	2	1.97281	1.94761
-0.95	-0.55	2	1.95579	1.92787
-0.95	-0.5	2	1.93339	1.9058
-0.95	-0.45	2	1.90706	1.88355
-0.95	-0.4	2	1.88044	1.86437
-0.95	-0.35	2	1.8594	1.85225
-0.95	-0.3	2	1.85102	1.85129
-0.95	-0.25	2	1.86185	1.86484
-0.95	-0.2	2	1.89595	1.89472
-0.95	-0.15	3	1.95392	1.9409
-0.95	-0.1	3	2.03295	2.00161
-0.95	-0.05	3	2.12774	2.07375
-0.95	3.19189e-16	3	2.23162	2.15349
-0.95	0.05	3	2.33771	2.23678
-0.95	0.1	3	2.43979	2.31977
-0.95	0.15	3	2.53298	2.3991
-0.95	0.2	3	2.61408	2.47211
-0.95	0.25	3	2.68156	2.53689
-0.95	0.3	3	2.73535	2.59231
-0.95	0.35	3	2.77631	2.63788
-0.95	0.4	3	2.80583	2.67369
-0.95	0.45	3	2.82541	2.7002
-0.95	0.5	3	2.83636	2.71813
-0.95	0.55	3	2.83967	2.72829
-0.95	0.6	3	2.83601	2.73155
-0.95	0.65	3	2.8257	2.72875
-0.95	0.7	3	2.8089	2.7207
-0.95	0.75	3	2.78567	2.70816
-0.95	0.8	3	2.75618	2.6919
-0.95	0.85	3	2.72083	2.67267
-0.95	0.9	3	2.68032	2.6512
-0.95	0.95	3	2.6357	2.62822
-0.95	1	3	2.58826	2.60444
-0.95	1.05	3	2.53945	2.58054
-0.95	1.1	3	2.49069	2.55721
-0.95	1.15	3	2.4432	2.53495
-0.95	1.2	3	2.39794	2.51415
-0.95	1.25	3	2.35553	2.49505
-0.95	1.3	3	2.31631	2.47777
-0.95	1.35	3	2.28037	2.46234
-0.95	1.4	3	2.24761	2.44866
-0.95	1.45	2	2.21782	2.43656
-0.95	1.5	2	2.19074	2.42575

-0.9	-1	2	1.99994	1.99883
-0.9	-0.95	2	1.99989	1.99828
-0.9	-0.9	2	1.99969	1.99672
-0.9	-0.85	2	1.9991	1.99366
-0.9	-0.8	2	1.99768	1.98845
-0.9	-0.75	2	1.99471	1.98036
-0.9	-0.7	2	1.98913	1.96861
-0.9	-0.65	2	1.97961	1.95252
-0.9	-0.6	2	1.9647	1.93177
-0.9	-0.55	2	1.94326	1.90669
-0.9	-0.5	2	1.91515	1.87865
-0.9	-0.45	2	1.88223	1.85028
-0.9	-0.4	2	1.84903	1.82548
-0.9	-0.35	2	1.82263	1.80892
-0.9	-0.3	2	1.81134	1.80524
-0.9	-0.25	2	1.82244	1.81804
-0.9	-0.2	3	1.86019	1.84917
-0.9	-0.15	3	1.92494	1.8985
-0.9	-0.1	3	2.01336	1.96406
